address,city,country,cuisines,features,id_outlet,lat,lon,menu,name,opening_hours,phone,postal_code,price_level,price_range,rating,region,reviews_nr,special_diets,street,tags,url,website
"5 Connaught Road Central | 5 Connaught Road Central, Hong Kong 000000, China",,China,International,"Reservations, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Valet Parking, Wheelchair Accessible, Accepts Credit Cards, Table Service, Buffet",https://www.tripadvisor.com/Restaurant_Review-g294217-d1027723-Reviews-Clipper_Lounge-Hong_Kong.html,22.281986,114.15940900000001,,Clipper Lounge,"Sun - Sat
6:30 AM - 10:00 PM",+852 2825 4007,000000,$$$$,,4.5,,570.0,,5 Connaught Road Central 5 Connaught Road Central,All reviews ; brunch ; scones ; oysters ; fresh seafood ; hainan chicken rice ; cheesecake ; prime rib ; sashimi ; abalone ; dim sum ; pastry ; ice cream ; crab ; bread ; salad ; rose petal jam ; mandarin oriental ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1027723-Reviews-Clipper_Lounge-Hong_Kong.html,https://Hwww.mandarinoriental.com/hong-kong/victoria-harbour/fine-dining/buffets/international-cuisine/clipper-lounge?htl=MOHKAG0&kw=MOHKAG|_clipper&eng=yexrt&src=local&utm_source=tripadvisori&utm_medium=referral
"2-8 Wharf Road, Seaview Building, North Point | Shop B, C, & D, G/F, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d11621345-Reviews-Tim_Ho_Wan-Hong_Kong.html,22.291651,114.195206,,Tim Ho Wan,"Sun - Sat
10:00 AM - 9:30 PM",+852 2979 5608,,$,,4.0,,562.0,,"2-8 Wharf Road, Seaview Building, North Point Shop B, C, & D, G/F",All reviews ; pork buns ; dim sum ; char siu bao ; shrimp ; turnip cake ; sticky rice ; chee cheong fun ; spring rolls ; vermicelli bowl ; cakes ; michelin star ; tick box ; city garden hotel ; wharf road ; chicken feet ; english menu ; lotus leaf ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d11621345-Reviews-Tim_Ho_Wan-Hong_Kong.html,
"11 Sai Kung Street,, Jordan, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d799819-Reviews-Nathan_Congee_And_Noodle-Hong_Kong.html,22.307032,114.171921,,Nathan Congee And Noodle,"Sun - Sat
7:30 AM - 11:00 PM",+852 2771 4285,,$,£4 - £12,4.0,,553.0,,"11 Sai Kung Street,, Jordan",All reviews ; liver ; porridge ; noodles ; century egg ; pork ; fritters ; preserved egg ; sliced fish ; novotel nathan road ; chinese donut ; english menu ; jordan mtr station ; jordan area ; small eatery ; comfort food ; simple meal ; oyster sauce ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d799819-Reviews-Nathan_Congee_And_Noodle-Hong_Kong.html,
"Shop G63, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong, China",,China,"Italian, Pizza, European",,https://www.tripadvisor.com/Restaurant_Review-g294217-d2165749-Reviews-AL_MOLO_RISTORANTE_ITALIANO_Michael_White-Hong_Kong.html,,,,AL MOLO RISTORANTE ITALIANO - Michael White,"Sun - Sat
12:00 PM - 11:00 PM",+852 2730 7900,,$$ - $$$,,4.0,,550.0,,"Shop G63, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon",All reviews ; brunch ; pizza ; salad ; parma ham ; cold cuts ; bread ; sea bass ; cake ; ocean terminal ; italian food ; laser show ; outdoor seating ; great wine ; delicious meal ; hong kong island ; harbour view ; by the glass ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2165749-Reviews-AL_MOLO_RISTORANTE_ITALIANO_Michael_White-Hong_Kong.html,http://www.diningconcepts.com/restaurants/Al-Molo?utm_source=tripadvisori&utm_medium=referral
"Ground Floor, 7 - 9 Butt Street, Sheung Wan, Hong Kong, China",,China,"Chinese, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d2719190-Reviews-Sang_Kee_Congee_Shop-Hong_Kong.html,22.285355,114.15158799999999,,Sang Kee Congee Shop,"Mon - Sat
6:30 AM - 9:00 PM",+852 2541 1099,,$,,4.5,,523.0,,"Ground Floor, 7 - 9 Butt Street, Sheung Wan",All reviews ; fish congee ; porridge ; century egg ; liver ; pork balls ; fried fritters ; fish slices ; meatballs ; doughnuts ; fries ; soy sauce ; piping hot ; large bowl ; spring onion ; cityview hotel ; comfort food ; english menu ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2719190-Reviews-Sang_Kee_Congee_Shop-Hong_Kong.html,
"202 Alexandra, 18 House Chater Rd.Central, Hong Kong, China",,China,"Italian, European","Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d2423554-Reviews-8_1_2_Otto_e_Mezzo_Bombana-Hong_Kong.html,,,,8 1/2 Otto e Mezzo Bombana,"Mon - Sat
12:00 PM - 2:30 PM
6:30 PM - 10:30 PM",+852 2537 8859,,$$$$,,4.5,,519.0,,"202 Alexandra, 18 House Chater Rd.Central",All reviews ; truffle ; pasta ; veal chop ; tagliolini ; baby lamb ; bread ; blue lobster ; degustation menu ; petit fours ; caviar ; amuse bouche ; abalone ; short ribs ; octopus ; soup ; potatoes ; star michelin restaurant ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2423554-Reviews-8_1_2_Otto_e_Mezzo_Bombana-Hong_Kong.html,http://www.ottoemeznznobombana.com/?utm_source=tripadvisori&utm_medium=referral
"G/F 66 Staunton Street, Central, Hong Kong, China",,China,"Asian, International, Fusion","Takeout, Seating, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d6420711-Reviews-Little_Bao-Hong_Kong.html,,,,Little Bao,"Sun - Sat
6:00 PM - 11:00 PM
Sat - Sun
12:00 PM - 4:00 PM",+852 2194 0202,,$$ - $$$,,4.5,,504.0,,"G/F 66 Staunton Street, Central",All reviews ; truffle fries ; baos ; pork belly ; ice cream ; brussel sprouts ; burger ; dumplings ; hot chicken ; short ribs ; clams ; female chef ; big taste ; bar seating ; great little place ; waiting list ; green tea ; staunton street ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d6420711-Reviews-Little_Bao-Hong_Kong.html,http://www.little-bao.com/?utm_source=tripadvisori&utm_medium=referral
"No.11 Humphreys Avenue | B/F, Tsim Sha Tsui, Hong Kong 999077, China",,China,"Chinese, Asian","Takeout, Seating, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d4928934-Reviews-Canton_s_Dim_Sum_Expert_Tsim_Sha_Tsui-Hong_Kong.html,22.298189,114.172699,,Canton's Dim Sum Expert - Tsim Sha Tsui,,+852 2332 7122,999077,$,,4.0,,500.0,,"No.11 Humphreys Avenue B/F, Tsim Sha Tsui",All reviews ; dim sum ; dumplings ; truffle mushroom ; shumai ; rice ; spareribs ; radish cake ; shrimp ; siew mai ; spring rolls ; cakes ; soup ; shark fin ; ordered dishes ; tim sum ; fast service ; milk tea ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d4928934-Reviews-Canton_s_Dim_Sum_Expert_Tsim_Sha_Tsui-Hong_Kong.html,
"1 Austin Road West | International Commerce Centre,, Hong Kong 852, China",,China,"Seafood, Cafe, International","Reservations, Seating, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Buffet, Parking Available",https://www.tripadvisor.com/Restaurant_Review-g294217-d3600498-Reviews-Cafe_103-Hong_Kong.html,,,,Cafe 103,"Sun - Sat
3:30 PM - 5:30 PM
6:30 PM - 10:00 PM
Mon - Fri
12:00 PM - 2:00 PM
Sat - Sun
12:00 PM - 2:30 PM",+852 2263 2270,852,$$$$,£39 - £788,4.5,,499.0,,"1 Austin Road West International Commerce Centre,",All reviews ; seafood ; cakes ; fresh oysters ; cold cuts ; ice cream ; tiramisu ; salad ; salmon ; high tea ; ritz carlton ; tea set ; dinner buffet ; fabulous buffet ; nice afternoon tea ; birthday dessert ; window seat ; night view ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d3600498-Reviews-Cafe_103-Hong_Kong.html,http://www.ritzncarlton.com/en/hotels0/china/hong-kong/dining/cafe-103?utm_source=tripadvisori&utm_medium=referral
"5/F, Prince Tower, 12A Peking Road, Tsim Sha Tsui, Kowloon, Hong Kong 999077, China",,China,"Indian, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d799972-Reviews-Gaylord_Indian_Restaurant-Hong_Kong.html,,,,Gaylord Indian Restaurant,"Sun - Sat
12:00 PM - 2:30 PM
6:00 PM - 11:00 PM",+852 2376 1001,999077,$$ - $$$,£12 - £78,4.0,,496.0,,"5/F, Prince Tower, 12A Peking Road, Tsim Sha Tsui, Kowloon",All reviews ; naan ; lamb vindaloo ; butter chicken ; truffle ; mango ; live indian music ; ashley road ; tasty indian food ; great indian ; buffet lunch ; in tsim sha tsui ; hk ; hong ; lift ; floor ; cuisine ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d799972-Reviews-Gaylord_Indian_Restaurant-Hong_Kong.html,http://www.mayfare.com.hk/gaylord-overview.php?utm_source=tripadvisori&utm_medium=referral
"No.8 Peking Road | Tsim Sha Tsui, Hong Kong, China",,China,"Chinese, Asian","Parking Available, Serves Alcohol, Free Wifi, Reservations, Private Dining, Seating, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1023200-Reviews-T_ang_Court_The_Langham_Hong_Kong-Hong_Kong.html,22.296426999999998,114.170189,,"T'ang Court - The Langham, Hong Kong",,+852 2132 7898,,$$$$,"£94 - £1,251",4.0,,496.0,,No.8 Peking Road Tsim Sha Tsui,All reviews ; tasting menu ; peking duck ; abalone ; baked oysters ; fried rice ; dim sum ; chicken ; cod ; crab ; egg tarts ; prawns ; seafood ; cake ; fries ; tang court ; cantonese food ; star michelin ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1023200-Reviews-T_ang_Court_The_Langham_Hong_Kong-Hong_Kong.html,http://www.langhamhotels0.com/en/the-langham/hong-kong/dining/tang-court/?utm_source=tripadvisori&utm_medium=referral
"Shop 307, 3rd Floor, iSQUARE, No.63 Nathan Road, Tsim Sha Tsui, Hong Kong, China",,China,"Italian, Pizza, European",,https://www.tripadvisor.com/Restaurant_Review-g294217-d1880782-Reviews-Carpaccio_Pasta_Pizza_Vino-Hong_Kong.html,,,,Carpaccio Pasta Pizza Vino,"Sun - Sat
11:30 AM - 11:30 PM",+852 2328 5202,,$$ - $$$,£10 - £25,4.5,,491.0,,"Shop 307, 3rd Floor, iSQUARE, No.63 Nathan Road, Tsim Sha Tsui",All reviews ; carpaccio ; pizza ; tiramisu ; carbonara ; salad ; truffle ; ham ; salmon ; steak ; bread ; seafood ; italian food ; italian gem ; shopping mall ; third floor ; friendly atmosphere ; tsim sha tsui ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1880782-Reviews-Carpaccio_Pasta_Pizza_Vino-Hong_Kong.html,http://www.carpaccio.com.hk/?utm_source=tripadvisori&utm_medium=referral
"G/F, 14 Shelley Street, Central | 15 Ship Street, Wan Chai, Hong Kong, China",,China,"Italian, Pizza","Free Wifi, Delivery, Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d4361851-Reviews-Motorino_SoHo-Hong_Kong.html,22.281677,114.153023,,Motorino SoHo,"Sun - Sat
12:00 PM - 12:00 AM",+852 2801 6881,,$$ - $$$,£10 - £25,4.5,,491.0,,"G/F, 14 Shelley Street, Central 15 Ship Street, Wan Chai",All reviews ; pizza ; prosciutto di parma ; tiramisu ; meatballs ; antipasti ; salad ; brussels sprouts ; cakes ; chilli ; shelley street ; quattro formaggi ; the mid level escalators ; the wan chai branch ; thin crust ; places in hong kong ; fresh ingredients ; nice service ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d4361851-Reviews-Motorino_SoHo-Hong_Kong.html,http://www.motorinohongkong.com/?utm_source=tripadvisori&utm_medium=referral
"Shop G62, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong 2730 3508, China",,China,"American, Steakhouse",,https://www.tripadvisor.com/Restaurant_Review-g294217-d1776480-Reviews-BLT_Steak_Ocean_Terminal-Hong_Kong.html,,,,BLT Steak (Ocean Terminal),"Sun - Sat
11:00 AM - 11:00 PM",+852 2730 3508,2730 3508,$$ - $$$,,4.0,,490.0,,"Shop G62, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon",All reviews ; brunch ; blt ; steak ; yorkshire pudding ; bread ; popovers ; salad ; potato gratin ; new york strip ; fries ; crepes ; oysters ; chicken ; ice cream ; australian fillet ; delicious sides ; side orders ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1776480-Reviews-BLT_Steak_Ocean_Terminal-Hong_Kong.html,http://www.diningconcepts.com/restaurants/BLT-Steak?utm_source=tripadvisori&utm_medium=referral
"Shop 13, 2/F J Residence; 60 Johnston Road,Wan Chai | (Lift entrance at top of Ship Street), Hong Kong, China",,China,"Chinese, Asian","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d793088-Reviews-Bo_Innovation-Hong_Kong.html,22.276276,114.170998,,Bo Innovation,"Mon - Thu
6:30 PM - 10:00 PM
Mon - Fri
12:00 PM - 2:00 PM
Fri - Sat
6:00 PM - 10:00 PM",+852 2850 8371,,$$$$,,4.5,,484.0,,"Shop 13, 2/F J Residence; 60 Johnston Road,Wan Chai (Lift entrance at top of Ship Street)",All reviews ; tasting menu ; foie gras ; gyu ; xiao long bao ; quail egg ; cod ; suckling pig ; beef ; unagi ; abalone ; prawns ; dim sum ; rice ; seafood ; molecular gastronomy ; chinese cuisine ; chef alvin ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d793088-Reviews-Bo_Innovation-Hong_Kong.html,http://www.boinnovation.com/?utm_source=tripadvisori&utm_medium=referral
"12th Floor, Hysan Place, 500 Hennessy Road, Causeway Bay, Hong Kong, China",,China,"Chinese, Asian","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1811458-Reviews-Ho_Hung_Kee-Hong_Kong.html,22.280174,114.184647,,Ho Hung Kee,"Sun - Sat
11:30 AM - 11:30 PM",+852 2577 6558,,$$ - $$$,,4.0,,476.0,,"12th Floor, Hysan Place, 500 Hennessy Road, Causeway Bay",All reviews ; wanton noodles ; soup ; porridge ; dim sum ; beef ; prawns ; siew mai ; fries ; chilli ; hysan place ; michelin star ; causeway bay ; airport branch ; al dente ; michelin guide ; street level ; comfort food ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1811458-Reviews-Ho_Hung_Kee-Hong_Kong.html,http://www.tasty.com.hk/?utm_source=tripadvisori&utm_medium=referral
"G/F2 Gage Street Central, Hong Kong, China",,China,"Chinese, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d779820-Reviews-Lan_Fong_Yuen_Central-Hong_Kong.html,,,,Lan Fong Yuen(Central),"Sun - Sat
10:30 AM - 10:30 PM",+852 2544 3895,,$,£4 - £8,3.5,,475.0,,G/F2 Gage Street Central,All reviews ; french toast ; noodles ; chicken ; bao ; milk tea ; authentic hk ; thirst quencher ; hong kong breakfast ; quick breakfast ; spring onion ; small place ; bun ; queue ; yeung ; tang ; takeaway ; foreigners ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d779820-Reviews-Lan_Fong_Yuen_Central-Hong_Kong.html,
"G/F, 19-21 Mau Lam Street, Yau Ma Tei, Kowloon, Jordan, Hong Kong, China",,China,"Asian, Chinese, International","Takeout, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d3927685-Reviews-Tai_Ping_Koon_Restaurant_Mau_Lam_Street-Hong_Kong.html,,,,Tai Ping Koon Restaurant (Mau Lam Street),"Sun - Sat
11:00 AM - 12:00 AM",+852 2384 3385,,$$ - $$$,,4.0,,469.0,,"G/F, 19-21 Mau Lam Street, Yau Ma Tei, Kowloon, Jordan",All reviews ; souffle ; chicken wings ; ox tongue ; roast pigeon ; flat rice noodles ; borscht ; soup ; beef chow fun ; prawns ; steak ; swiss sauce ; western food ; portuguese style ; hong kong style ; sweet soy sauce ; their signature dish ; nathan road ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d3927685-Reviews-Tai_Ping_Koon_Restaurant_Mau_Lam_Street-Hong_Kong.html,http://taipingkoon.com/?utm_source=tripadvisori&utm_medium=referral
